scoring,cv_cycle,AdaBoostRegressor,CatBoostRegressor,ElasticNetCV,ExtraTreesRegressor,GradientBoostingRegressor,KNeighborsRegressor,LinearRegression,MLPRegressor,RandomForestRegressor,Ridge,SVR,XGBRegressor
neg_mean_squared_error,25,-7551.614718358782,-9214.555879189507,-849.6772187684903,-5532.9458421966265,-13471.46564561149,-8743.399395142942,-3.535043488476398e-26,-5460.420791740082,-12298.650894669518,-187.21178087396817,-10442.066704782217,-13712.76690843697
neg_mean_squared_error,mean,-16358.8320431963,-17801.466053621887,-1617.9477575813453,-14846.808424861296,-16760.086692767203,-19341.112989704634,-1.317776562168822e-25,-10582.27122321506,-16706.0641241716,-343.74639714916435,-24035.16866148659,-19401.706921789922
neg_mean_squared_error,median,-9360.139042054454,-12048.43280833066,-1525.9504118923353,-9590.634051162433,-13901.391579509193,-14746.70792628111,-6.757382514123187e-26,-11980.370531605637,-10964.042375439025,-270.5429574948632,-17261.549356199564,-16639.80860880138
neg_mean_squared_error,std,12519.873567425637,13041.231901036052,1034.8092249057736,12228.916462594521,9067.633476561099,12465.579553363365,1.6498746171836197e-25,5017.143090437607,11969.707522390332,260.82661634443843,14809.302948886365,12526.877899524214
neg_median_absolute_error,1,-91.34909449750754,-116.68664862902764,-43.08050887211872,-90.81428890857845,-137.71937504021238,-127.91797004620747,-7.105427357601002e-13,-98.3322915162983,-97.3220267190811,-21.258968287952825,-143.69681391434975,-120.38131343598313
neg_median_absolute_error,2,-164.3934927992957,-164.25162946217958,-46.6826213283266,-168.33283112152998,-144.63568180477375,-155.11368355824126,-1.7763568394002505e-13,-90.88592122200734,-174.3976238128933,-20.651840407646148,-179.69220656889203,-160.67714365868136
neg_median_absolute_error,3,-67.10789200343137,-78.2566788580819,-10.741752885253078,-59.354735044520694,-107.41582596436007,-65.23345053462599,-6.963318810448982e-13,-64.51160638861911,-91.199439277025,-4.436828829256591,-68.58153543969814,-79.73744947397647
neg_median_absolute_error,4,-58.05922535802625,-69.24308123283458,-28.65433868145977,-44.83475380368161,-87.96418408001497,-79.98158220661027,-5.417888360170764e-14,-84.37029748153567,-50.00854951191127,-10.933357415168658,-72.85858619456353,-123.88599979818713
neg_median_absolute_error,5,-51.59407620109056,-65.27707511143723,-18.83305143742515,-55.31169818983658,-41.998033778369404,-57.86919920330142,-9.237055564881302e-14,-62.96203108620558,-38.281955341911825,-7.025295254751143,-76.87552473788179,-46.81122671925462
neg_median_absolute_error,6,-63.056728724090306,-52.84619278770663,-22.43535593881028,-59.39044244234981,-60.228913033251516,-79.50525489030045,-1.2079226507921703e-13,-70.60855923194558,-44.6783684040075,-8.786968469190382,-73.69570068249158,-91.29144857722376
neg_median_absolute_error,7,-115.13187283506898,-122.61812444912368,-15.158035316373155,-110.72172769088047,-140.16114599108406,-161.27401503308403,-2.913225216616411e-13,-75.07405465821932,-111.5990885283774,-6.3782911872076085,-119.21935324711214,-139.0739473075679
neg_median_absolute_error,8,-45.770187888535816,-59.79733520340028,-32.717472540423,-43.32589968451304,-70.74553588700839,-82.65913035223402,-1.3500311979441904e-13,-52.764127785708816,-59.91457241510918,-12.3049373627792,-97.84951781446023,-52.18845004117681
neg_median_absolute_error,9,-35.40155565180474,-59.93434766119259,-20.628851061935183,-28.713475571972072,-56.81432452864948,-93.72640232824189,-4.831690603168681e-13,-58.639949814722634,-32.07692953399177,-8.66125821241917,-83.56690263426947,-52.05656340643767
neg_median_absolute_error,10,-136.49330333105647,-127.26554203225312,-31.19015041923359,-94.07321962295788,-69.06426590744323,-95.97120491346638,-1.580957587066223e-13,-63.56310991024908,-121.43014650221271,-14.228812770211192,-147.73466418741037,-64.30765535296032
neg_median_absolute_error,11,-58.36244417044457,-55.467390085996726,-39.02431964448639,-56.817284154810295,-67.66319346331687,-110.39510142033788,-7.815970093361102e-14,-66.0920711257093,-42.34258312664164,-15.204167359144297,-74.83096387427027,-51.22696367805996
neg_median_absolute_error,12,-71.36442716890593,-17.395294032575706,-24.889335062805106,-26.053137545630825,-69.01801500302653,-30.471503869324508,-1.4921397450962104e-13,-92.88944396057724,-41.66796270174929,-15.001659510917024,-51.726938320154424,-105.63299759509994
neg_median_absolute_error,13,-54.77157791800083,-41.267255713362026,-19.77486408480666,-39.978875048564745,-81.94984388650121,-36.700136539380765,-1.8474111129762605e-13,-59.111025276538896,-40.17214428748125,-7.419386680874467,-60.3833760751552,-34.464236179699334
neg_median_absolute_error,14,-145.80281098710643,-142.93524278638114,-35.95756567637733,-134.94588015240174,-116.43346665214217,-143.00736248912366,-2.6290081223123707e-13,-87.36192690556958,-135.2349373063262,-16.48507856396401,-188.44792428694493,-119.43228205951395
neg_median_absolute_error,15,-90.85032648062878,-96.42707543984797,-31.205229189713588,-91.27296426638217,-76.73007209310077,-111.23832621466394,-9.947598300641403e-14,-86.76530364099676,-122.6510540186807,-17.02306601455767,-130.22827038263708,-112.72061508250643
neg_median_absolute_error,16,-61.34567175436658,-81.98005798610056,-40.16685255733404,-56.76473651403743,-128.5660967633791,-95.6119945735852,-1.2079226507921703e-13,-89.10204704761423,-55.09851657951979,-16.126989654300097,-83.86923220605772,-78.1551702393792
neg_median_absolute_error,17,-53.65559975363847,-68.24509676707851,-14.496526315442562,-71.85085336690219,-45.11946115813846,-107.94314079720235,-1.5631940186722204e-13,-43.39172835706042,-22.461476851978897,-7.955350766795739,-125.88755068381224,-57.71869873290131
neg_median_absolute_error,18,-58.42699907546419,-57.57936233668298,-18.244043987402208,-61.20707498391884,-73.87105741419415,-67.7370780575028,-1.1368683772161603e-13,-49.20907777206408,-50.97476215285942,-10.504914957168893,-75.27660879539488,-65.34332803824266
neg_median_absolute_error,19,-91.4595805151502,-112.75220219177935,-42.67780308574351,-131.7679215223793,-102.01246481877146,-129.19871033620774,-3.623767952376511e-13,-77.95215017550301,-115.00215435471844,-18.640306824219664,-125.93824836057959,-130.1712062387922
neg_median_absolute_error,20,-84.9393879816792,-82.66980077224727,-15.620086177118905,-68.71297884634211,-61.559345502484916,-71.48458767143453,-1.270095140171179e-13,-61.323492214849495,-65.97502057795855,-6.957548529354842,-73.15226795197566,-91.99485303415197
neg_median_absolute_error,21,-103.2629849520556,-115.29411105845078,-38.956944649311694,-115.55327769328943,-78.41169864348308,-104.6475872766234,-3.410605131648481e-13,-67.27726083071391,-104.51383142424686,-19.701429827072968,-143.86467500228088,-79.48185516248518
neg_median_absolute_error,22,-76.4585581696509,-26.162079516817396,-8.063111514464318,-48.92094329247728,-63.50895263256394,-85.55036126250953,-2.042810365310288e-13,-31.924811936746703,-44.857144902423556,-3.5793456009178684,-71.84883423827887,-63.35218854962517
neg_median_absolute_error,23,-171.46054528030504,-154.95495277559093,-41.01526998706803,-142.9909391323069,-201.58859025338086,-155.40034603880986,-1.616484723854228e-13,-84.54804304550782,-175.4536875505957,-18.378055605754355,-159.52568546862193,-199.92287322443258
neg_median_absolute_error,24,-54.8636284023643,-40.4691685447233,-26.953067849937415,-70.59776806516933,-63.01297548994188,-46.89015178766254,-9.237055564881302e-14,-64.18384116382533,-62.702896972109386,-12.083260178157637,-81.3276197953816,-80.16412044625375
neg_median_absolute_error,25,-57.03209336386301,-73.55947095217758,-11.979422909804988,-46.665313199906606,-115.20473547352273,-78.22995103189763,-1.2079226507921703e-13,-59.0354022480809,-102.69389801121413,-3.6869847145474886,-57.25440359109031,-65.23565812893334
neg_median_absolute_error,mean,-82.49656261054128,-83.33340865548197,-27.16586324692701,-76.7589207946136,-90.45589021052461,-94.95032929730318,-2.1977086817059899e-13,-69.67518299187476,-80.10843083460098,-12.136564119373196,-102.69333617815059,-90.61712976646103
neg_median_absolute_error,median,-67.10789200343137,-73.55947095217758,-26.953067849937415,-61.20707498391884,-76.73007209310077,-93.72640232824189,-1.5631940186722204e-13,-66.0920711257093,-62.702896972109386,-12.083260178157637,-83.56690263426947,-79.73744947397647
neg_median_absolute_error,std,36.76490587200303,38.70077950694336,11.376158986504933,37.32612479745193,37.1089249364748,35.441746916472844,1.731639223853051e-13,16.398680530553623,42.86674011993884,5.411480450323382,39.290191813686,39.09134136742899
neg_root_mean_squared_error,1,-128.16775939058786,-150.41670501190657,-54.970805310970206,-123.52230999451807,-142.76412516655452,-161.86617723303146,-8.445311185725919e-13,-112.18060281567428,-137.5599012740647,-26.614034980773816,-181.66745410449957,-152.1495617935676
neg_root_mean_squared_error,2,-213.909985183238,-226.85078393764095,-65.5793603173716,-222.9235869519661,-182.7617105517915,-225.77333849484089,-3.12558049812463e-13,-145.07850404775763,-211.4459810209595,-29.02016894070691,-234.76906059402677,-199.09925239124823
neg_root_mean_squared_error,3,-68.55923569424304,-85.83007602292345,-16.513141566042965,-71.51657203058156,-156.56422663945776,-75.41270257350858,-7.242233194154665e-13,-80.31111189587845,-90.25677254878097,-6.714985149174594,-92.85287416511812,-109.7931570236771
neg_root_mean_squared_error,4,-89.93397187922301,-109.76535340593888,-40.979625147477975,-90.92281549830277,-122.18460359399563,-110.28338293773628,-2.303055376762469e-13,-109.45487897579366,-94.1691509866783,-14.521076801530137,-127.5296045058831,-184.9905883303773
neg_root_mean_squared_error,5,-63.621918434197,-69.10312888947126,-22.470489139026785,-78.53479915408032,-91.88975122482826,-80.94747964457063,-1.2393828926713304e-13,-79.07316604113203,-69.13744057504006,-10.08049152379477,-92.35282762707229,-84.71383462957677
neg_root_mean_squared_error,6,-100.13283842111339,-86.9548820728696,-24.816403174289526,-87.30102527419733,-104.8440354722733,-87.7099419736867,-1.8715502107510598e-13,-79.2717612162284,-102.2252022392661,-9.899948269728434,-98.16928150330939,-146.08145037294352
neg_root_mean_squared_error,7,-153.60607250085755,-153.41237608920446,-31.396084600143954,-134.8208315737734,-141.60266715599298,-163.39134982901635,-3.487454930509565e-13,-112.14879025611599,-155.09397158001335,-16.44819009784551,-167.43290610258012,-137.893931371397
neg_root_mean_squared_error,8,-90.25954229955224,-106.11125136682224,-39.06341526149929,-93.10307559824508,-100.53914167976261,-112.92217641049541,-3.026121764266533e-13,-77.84783225815438,-100.19657158417463,-13.150795248895994,-144.28719800222723,-83.59976125914142
neg_root_mean_squared_error,9,-89.76294025357521,-88.66849293833128,-27.651671687939047,-74.40175270434214,-105.3597275928316,-106.20865346392291,-5.787434919457841e-13,-72.85653284379293,-83.79997721382408,-11.423091227186848,-108.02496793372669,-110.69308507666307
neg_root_mean_squared_error,10,-196.0350615069228,-206.84477225553368,-51.772504249380724,-190.67805090449244,-142.68395136614018,-203.96993001080259,-2.368157500547043e-13,-142.63411290078403,-199.3380178097191,-23.088855801004737,-225.37697754461777,-185.02189658364873
neg_root_mean_squared_error,11,-78.37166618443716,-100.9412555400918,-44.253015569276876,-97.9317826405832,-79.0721632595807,-132.8028046718437,-1.9701576228339655e-13,-97.45893252436242,-87.8514807349344,-15.926428569805063,-131.38321565633703,-47.74754153210543
neg_root_mean_squared_error,12,-91.37204028209175,-76.89396482743955,-38.09988770948045,-60.409926229240625,-117.42111234420265,-75.24085233943488,-2.1108396824177147e-13,-123.05252104756765,-87.49392618107603,-23.25131507228904,-79.26843336638554,-142.73855626787443
neg_root_mean_squared_error,13,-96.74781156209403,-81.60136774964545,-22.352059446823265,-71.61241910385563,-94.02741159579774,-92.08411592096878,-2.599496588596182e-13,-67.13530792624981,-88.87324304026609,-8.450069566619705,-113.56693661906377,-88.19611756961973
neg_root_mean_squared_error,14,-193.89175620617704,-197.52937199936056,-47.14244846458211,-175.00754108456798,-186.57897048764391,-192.4393923123862,-3.0516135426939303e-13,-127.68118484133952,-181.95295973056588,-22.506455828075914,-219.51951471615004,-218.06313070299848
neg_root_mean_squared_error,15,-135.75730808913366,-148.2560714550468,-41.985664129597964,-124.73981051827757,-120.81574686717781,-162.36994267200686,-1.910554155379707e-13,-117.52730411660663,-141.58975140763047,-22.368795205404986,-182.40873984110488,-152.63943599115444
neg_root_mean_squared_error,16,-95.87691758380953,-112.33895015409904,-47.351317184026456,-103.19285792637717,-139.12697949158198,-121.43602400556891,-1.46072275824052e-13,-109.73483096469874,-113.03950589068339,-17.49228125071649,-134.41430823670453,-103.28485589696331
neg_root_mean_squared_error,17,-120.92154718421358,-129.35034707078816,-31.976644054738948,-121.30621761774404,-104.01566869600806,-142.67691642521802,-4.477053603496349e-13,-114.87513730930128,-124.49393034613068,-17.094068548214857,-157.13028915987022,-119.95636796383184
neg_root_mean_squared_error,18,-94.96250591544121,-88.54224956232169,-32.12185533790066,-71.2685569872924,-90.74603740528578,-111.90425404261468,-1.6121478162334887e-13,-74.66391269756122,-90.32754034146534,-17.6382495786689,-124.6058153566407,-85.48770584494946
neg_root_mean_squared_error,19,-172.52504500512276,-170.02505841819774,-50.63624062828595,-181.05431545554555,-148.81803767536474,-167.79346758695496,-5.301956508043862e-13,-123.66879326877672,-170.33283824838335,-22.060295593610906,-202.56451564693563,-163.52073515703324
neg_root_mean_squared_error,20,-101.83424529001708,-105.76928656503544,-26.13407044144548,-81.88346456067706,-78.9853682307714,-121.89197336960905,-2.008942964385987e-13,-72.47186978670926,-83.37743887298404,-10.734709094195132,-128.01685515374615,-93.79893906229726
neg_root_mean_squared_error,21,-151.5194935597316,-157.9288919274443,-55.787164854902834,-146.8100578072089,-117.90416268948773,-162.48039907722793,-3.730989007833611e-13,-120.9207936911603,-149.42798289906932,-32.84625141524959,-188.2501826138717,-128.99538212200227
neg_root_mean_squared_error,22,-77.99113048304665,-75.4956220262772,-11.160871962091134,-54.67538481356967,-78.89996082039542,-98.76755396471616,-3.019440884306278e-13,-46.30453008960289,-64.66900478487084,-4.847301112415987,-108.13669637732013,-70.15914548947784
neg_root_mean_squared_error,23,-207.33268639695322,-200.30429344182429,-53.63569454994258,-185.17870180620034,-197.73339983157504,-202.42872908290735,-2.342939925621426e-13,-116.89032120094879,-205.7266280728593,-23.80487039321666,-223.53448072512097,-215.1888048289901
neg_root_mean_squared_error,24,-96.29640633363901,-112.8449878857178,-41.1742072983603,-107.03627559083003,-164.13582794159115,-101.18413258513556,-2.8450560585499466e-13,-95.68929108385758,-104.70932324983781,-15.50846475542093,-131.30531383240975,-155.57588472164883
neg_root_mean_squared_error,25,-86.9000271482051,-95.99247824277435,-29.14922329614445,-74.38377405184968,-116.06664312200766,-93.50614629607479,-1.8801711327632914e-13,-73.89466010301476,-110.89928266075268,-13.682535615665985,-102.1864311187264,-117.10152393729541
neg_root_mean_squared_error,mean,-119.85159651150494,-125.51088075426826,-37.92695461526966,-112.96863623513276,-125.02165723608401,-132.29967347697118,-3.1687345889746927e-13,-99.71306735612278,-121.91951293176122,-17.166949185608477,-147.95019522013794,-131.85962583681933
neg_root_mean_squared_error,median,-96.74781156209403,-109.76535340593888,-39.06341526149929,-97.9317826405832,-117.90416268948773,-121.43602400556891,-2.599496588596182e-13,-109.45487897579366,-104.70932324983781,-16.44819009784551,-131.38321565633703,-128.99538212200227
neg_root_mean_squared_error,std,44.65900644707312,45.26019074097829,13.397532279961876,45.66065759530347,33.61059229930842,42.87084542660009,1.7711258358240973e-13,25.28982842267584,42.91499144417613,7.003017407368116,46.32395056350079,44.88592202421529
r2,1,0.3738681754067028,0.13761670373819734,0.8848212415500766,0.4184340063198979,0.22313354166953558,0.0013336548386374547,1.0,0.5203287014278272,0.2787399044668394,0.9730021213540754,-0.2579473198476885,0.117632291891003
r2,2,-0.19892256867664604,-0.3483715764088249,0.8873157100565572,-0.3020901846181361,0.12481584039239657,-0.3355936022769228,1.0,0.4485131544905844,-0.17146114894712206,0.9779337317746297,-0.44414481250078097,-0.03864773594438775
r2,3,0.45792269225730364,0.15041216156231751,0.9685523135421523,0.41014852260358203,-1.8269255225548044,0.3441291904217877,1.0,0.25615821674778994,0.06051707326808675,0.9947998076787544,0.005694148027342583,-0.39020817747966663
r2,4,0.4846677983432416,0.23233755872187645,0.8930019911933991,0.47327311763581537,0.0487981174805614,0.22507460745097208,1.0,0.2366741271653301,0.43498881843034,0.986565009070285,-0.03624335468309825,-1.180414191132428
r2,5,0.5269259415383004,0.4419012668563057,0.9409879549685846,0.2791583245713517,0.013153138831573763,0.23418780993837873,1.0,0.26924151177652567,0.4413469052044908,0.9881237582292657,0.0031816899560075385,0.16126591163658743
r2,6,-0.03974614123182474,0.21591670011367226,0.9361366147922516,0.20966184032514712,-0.13988678937391819,0.20224063624067068,1.0,0.3483546846129627,-0.08365295579569443,0.9898365743691879,0.0006318876923360195,-1.2129133423882803
r2,7,0.1588163408797767,0.16093645923267397,0.9648581161619126,0.3519805210886796,0.2851467027747694,0.04822963364787458,1.0,0.5516024365905644,0.1424412309569555,0.9903548210243559,0.0005623908289812407,0.32210198123882006
r2,8,0.525400612225703,0.34406048829941216,0.9111041799457753,0.495026049186544,0.4111410688247985,0.2571529556347374,1.0,0.6469518278515367,0.4151471063601775,0.9899250023854684,-0.21282047223971978,0.5928532295722413
r2,9,0.29156758177479347,0.3087375903076196,0.9327724831031108,0.5132896072353492,0.023991578269665248,0.008200026126679472,1.0,0.5332962541811375,0.382563800530727,0.9885271430848497,-0.026012328014207275,-0.07732135884355751
r2,10,0.09489020841574902,-0.007680500910770549,0.9368705360743778,0.14368181972390393,0.5205050779915597,0.020135439826561075,1.0,0.5208399876608716,0.0641332291474741,0.9874443679656262,-0.1963351343932922,0.19373090460729236
r2,11,0.6461550207810689,0.4130078648327895,0.8871814226933538,0.44748738576999025,0.6398013186844413,-0.01603664502962654,1.0,0.452809967027364,0.5553758483439464,0.9853872594317004,0.005569005179776987,0.8686600314269554
r2,12,-0.44274136438249667,-0.021754002803474837,0.7491528161379748,0.36936444980787453,-1.3826169045569188,0.021706311415111035,1.0,-1.616633335455505,-0.32287146672680045,0.9065763392622641,-0.08583138013882374,-2.5208249885904377
r2,13,-0.11514823857064327,0.20668588961152,0.940476920723749,0.38902000308644624,-0.05331741465290052,-0.010228807037867105,1.0,0.46302721767584953,0.05899407293745784,0.9914931089372644,-0.5365762809223757,0.07327850152333182
r2,14,0.21493405672985744,0.18520038514850745,0.9535899839076897,0.3604110163881451,0.2730361186330468,0.22665122367954793,1.0,0.6595594704862991,0.30863769345060243,0.9894220460990653,-0.006314468624290637,0.006993857705697826
r2,15,0.41054161546813495,0.29700588477756185,0.9436195200762316,0.5023352574521143,0.5331538303865387,0.1567856505642049,1.0,0.5582218192873211,0.35880466738550343,0.9839966132564514,-0.06418712414098571,0.25482166635842773
r2,16,0.492683747815987,0.30351563599753784,0.8762586704770929,0.4123077955674449,-0.06825113313338727,0.18614745138361966,1.0,0.3354316608128928,0.2948018730254872,0.9831133480492699,0.002893260409809084,0.41125945575469347
r2,17,0.4094687165017118,0.3242738665089524,0.9587046373816923,0.40570559494341263,0.5630486861176851,0.17786535839542783,1.0,0.4670486019921346,0.37406119714857256,0.9881987937365151,0.002861836833763731,0.418858173247984
r2,18,0.40535896314695774,0.4830463005030933,0.9319619609846403,0.6650758413175791,0.45699243032336945,0.1742592122715223,1.0,0.6324029358846774,0.46198930022311924,0.979485472849203,-0.02382838704076029,0.5180989538787073
r2,19,0.25862073732173474,0.27995108414216074,0.9361355692665676,0.18350430950332275,0.44837075496076306,0.2987284283062045,1.0,0.6190601718960298,0.27734185559030267,0.9878784323343439,-0.022028190747422016,0.3339883940393963
r2,20,0.3540869916137629,0.3032042665036141,0.9574597098616792,0.5823824392388709,0.6114207307351033,0.07458496924037072,1.0,0.6728663151741234,0.5670044488309647,0.9928226042633627,-0.020752944129084128,0.4519979472577281
r2,21,0.3222292022037949,0.263675909887244,0.9081213903759726,0.36370655058169243,0.5896030639295331,0.22062263786651537,1.0,0.5683340316712847,0.3408113804410565,0.9681494116978504,-0.046204648188334474,0.5087595057809191
r2,22,0.24726937345092903,0.29466945610027784,0.9845849333258699,0.6300586710457563,0.22962402434233498,-0.20719590161671864,1.0,0.7346640364449164,0.4824628729735052,0.9970923029678253,-0.4470893615825333,0.3908591326339843
r2,23,-0.6378608155494667,-0.5286989238143538,0.8903902314021994,-0.30654241642852287,-0.489709236813763,-0.5612977726104922,1.0,0.47940673262901523,-0.6125844180921565,0.978408983676055,-0.9038401893823917,-0.764333946193761
r2,24,0.4612535854596762,0.2601753774884351,0.9015048771655951,0.33438023286265495,-0.5652042305939666,0.405175211722669,1.0,0.46802538744329136,0.3630065918618217,0.986026607842574,-0.001679617677248002,-0.4062054975977225
r2,25,0.13955643725669742,-0.04992184923202969,0.9031863620476294,0.3695669323076791,-0.5349612404488722,0.00376250555331914,1.0,0.37783055739057136,-0.4013287737017166,0.978668777773964,-0.18978647785393488,-0.5624555083668648
r2,mean,0.23367194680723227,0.18599615988657262,0.9191500058886455,0.34805310750066376,0.0373945420887658,0.08626480743812738,1.0,0.4081606589146159,0.20285084429255765,0.9825292975645684,-0.14000913092715817,-0.06112659231933346
r2,median,0.3222292022037949,0.2601753774884351,0.9327724831031108,0.38902000308644624,0.22313354166953558,0.1567856505642049,1.0,0.47940673262901523,0.30863769345060243,0.9874443679656262,-0.026012328014207275,0.16126591163658743
r2,std,0.30633195863182117,0.2259954997880422,0.04561452786816894,0.22773638418885603,0.5981927413845316,0.2097065202460024,0.0,0.4336585547347315,0.3041062161245447,0.016835464530310908,0.2205045037531351,0.7224670944121866
