scoring,cv_cycle,AdaBoostRegressor,Anova,ExtraTreesRegressor,GradientBoostingRegressor,LassoCV,MutualInformation,NoFS,RandomForestRegressor,XGBRegressor
neg_median_absolute_error,24,-0.09267008486723893,-0.09009519337078709,-0.07204494389061236,-0.07789697001891116,-0.10814544285096234,-0.09040730143096298,-0.08957501327049433,-0.0756862045926648,-0.0720189348855976
neg_median_absolute_error,25,-0.073345394141345,-0.06759740403310543,-0.06962610642424821,-0.06419022437618488,-0.08475034284027452,-0.07317633560874987,-0.07486692093470199,-0.0723310429457738,-0.058975418870744964
neg_median_absolute_error,mean,-0.0885362136102085,-0.09235589608666166,-0.08585988699419975,-0.08381297829954598,-0.11051382284759753,-0.08707658824878577,-0.09458590817661872,-0.085711115485516,-0.08423172328028201
neg_median_absolute_error,median,-0.0836579646296583,-0.09009519337078709,-0.07870324917436555,-0.07789697001891116,-0.10814544285096234,-0.08289069898172596,-0.08957501327049433,-0.08239652788644802,-0.08101805062067044
neg_median_absolute_error,std,0.016669118889984003,0.016592267218704732,0.01663265996590695,0.019497165844836045,0.02695947210274001,0.01585025483361792,0.02015786609944032,0.017495525686471846,0.017388011481049247
neg_root_mean_squared_error,1,-0.43328667264153437,-0.4407583451974275,-0.44781515540344863,-0.4275897298657967,-0.5103614641268087,-0.41790165524698586,-0.5154687603444562,-0.42226482215792804,-0.4658717024153852
neg_root_mean_squared_error,2,-0.36272239680517304,-0.4048291013464947,-0.39431489932358443,-0.3558829047105671,-0.41962116621386364,-0.4206323211495266,-0.4011232047536252,-0.37419754918474796,-0.3610120702176366
neg_root_mean_squared_error,3,-0.30194708026668876,-0.2906767086361134,-0.29536875965961773,-0.2909412775046931,-0.3869784478774894,-0.3189104628017434,-0.3232274459483115,-0.3080426741904981,-0.2943565553688607
neg_root_mean_squared_error,4,-0.19951964896949326,-0.23339283513791526,-0.21547287619390632,-0.21130004645104086,-0.21052128768399553,-0.25598457736835484,-0.20030290352724486,-0.1943833501310486,-0.198888168433217
neg_root_mean_squared_error,5,-0.2977146111377222,-0.2576370723529969,-0.29604309592696776,-0.30066061631607194,-0.3381487814740793,-0.2896482068145056,-0.3205870831019168,-0.3040402359584692,-0.2977801628475185
neg_root_mean_squared_error,6,-0.34210565576244517,-0.33821483671057806,-0.3487312834852784,-0.3512179142577873,-0.34503656868305793,-0.394370191058506,-0.38280132683787027,-0.3449982708462806,-0.3341303550957758
neg_root_mean_squared_error,7,-0.34566666971800086,-0.3609524993888454,-0.3621522952537693,-0.33376504094006537,-0.39516995537117927,-0.3703944565976096,-0.42536799754167426,-0.3555408674653112,-0.370438080013193
neg_root_mean_squared_error,8,-0.3173000622044457,-0.3333798027618671,-0.33925497415657846,-0.31776386414389834,-0.35185416616179227,-0.36427029744590084,-0.345704154874199,-0.3458497912277022,-0.3229389686071281
neg_root_mean_squared_error,9,-0.26626329668174303,-0.2369579786188594,-0.2646636714844336,-0.26236009643207187,-0.340277407886704,-0.29007504340059054,-0.2881641967536683,-0.2576480167644004,-0.2426496556434644
neg_root_mean_squared_error,10,-0.24248626101699938,-0.23846903286185134,-0.24725817790510515,-0.25214903512750547,-0.319511850653074,-0.2571566272272572,-0.260580866466583,-0.25323527834509507,-0.23959188385772898
neg_root_mean_squared_error,11,-0.2938949375037996,-0.2861766740590377,-0.3013272272011876,-0.29996319817389977,-0.35099047161033975,-0.29878393016855886,-0.3120206596605259,-0.2991305168965777,-0.286255703701665
neg_root_mean_squared_error,12,-0.31717525993426066,-0.3311785370998566,-0.31001036063590004,-0.2922643670289584,-0.3436362487493343,-0.276390094388129,-0.3220975179339204,-0.30966672887707797,-0.28668425280093257
neg_root_mean_squared_error,13,-0.4577360520307877,-0.469843466492122,-0.4631244756491822,-0.4384283179176085,-0.5346990222757153,-0.45206176096293205,-0.4932656670074809,-0.4485592913132054,-0.4497527749235071
neg_root_mean_squared_error,14,-0.27090934664854555,-0.27800740615108244,-0.27130352026735316,-0.2704756647943081,-0.2945872571858003,-0.27486643026860436,-0.28000670833262387,-0.27365574726564423,-0.28104285856680644
neg_root_mean_squared_error,15,-0.5568465348738233,-0.5197974279767675,-0.5366242503329508,-0.4972086689408114,-0.5997753955783166,-0.5257416894217484,-0.5805009725761767,-0.5170211605375622,-0.5254672179048898
neg_root_mean_squared_error,16,-0.28483727610063386,-0.2812795657515686,-0.2744506155513658,-0.286681224919873,-0.30046169836173986,-0.27036906917541725,-0.29028771635150336,-0.2745684053682805,-0.2816008639013766
neg_root_mean_squared_error,17,-0.2748412335478979,-0.283702142135863,-0.27983605268349165,-0.27754711231328183,-0.3229840652344394,-0.31979149935986256,-0.29765864347958676,-0.2795241169575484,-0.27585132347680913
neg_root_mean_squared_error,18,-0.49831921796796796,-0.5050263200208347,-0.4802505244326789,-0.48345214758781574,-0.5018552131420809,-0.4970271952693479,-0.5106710367840948,-0.4790528639785801,-0.4988551664187328
neg_root_mean_squared_error,19,-0.3172879784533248,-0.3311676968573432,-0.3292686651650731,-0.30967130914113783,-0.313155534461127,-0.35247197585783496,-0.32988977871409275,-0.31746240626500255,-0.3204823615497631
neg_root_mean_squared_error,20,-0.24047930262225628,-0.2544309919044154,-0.24375184789244045,-0.24334521641510112,-0.35761372859293517,-0.25270088274214814,-0.25519602938999153,-0.2504735539425972,-0.24553684331829903
neg_root_mean_squared_error,21,-0.36309104464667863,-0.3397745166251917,-0.37694461827443193,-0.3914556636016141,-0.3212712306664565,-0.46985301945107094,-0.39932583953748996,-0.39298046129358016,-0.36723794595774856
neg_root_mean_squared_error,22,-0.3223329147145634,-0.34609990295205634,-0.34011617749549317,-0.3446763333836907,-0.4579131382783456,-0.3061926181567425,-0.3795701739547335,-0.3356895800376959,-0.3330298416312563
neg_root_mean_squared_error,23,-0.26555178662754375,-0.24002229747118056,-0.272707768309187,-0.2620353266497754,-0.28205923670335303,-0.29752873874167735,-0.29460025222664704,-0.258518636551509,-0.26783201902095705
neg_root_mean_squared_error,24,-0.3201546087945029,-0.30048707657834456,-0.31961475763320096,-0.3223076441996704,-0.39893077507865526,-0.31588960672168065,-0.35637936357917976,-0.3071102038992188,-0.31035711893798157
neg_root_mean_squared_error,25,-0.28069806157210103,-0.2986530591902585,-0.28728464561065314,-0.2748005836870815,-0.32505781045881704,-0.2892171566981543,-0.30559345774472535,-0.27382368391921025,-0.26188747233778703
neg_root_mean_squared_error,mean,-0.3269267164497173,-0.32803661177115484,-0.3319076278370911,-0.323917732180165,-0.37289887690038,-0.34312918025979555,-0.35481567029689287,-0.32709752853499086,-0.32478125467793684
neg_root_mean_squared_error,median,-0.31717525993426066,-0.30048707657834456,-0.31001036063590004,-0.30066061631607194,-0.34503656868305793,-0.31588960672168065,-0.3232274459483115,-0.3080426741904981,-0.2977801628475185
neg_root_mean_squared_error,std,0.08118895572353885,0.08082820171695836,0.07853670942481905,0.07222047413916916,0.08692165526753215,0.07845855963144753,0.09003922762423361,0.07556216278520254,0.08143183934297017
r2,1,0.8600056881267042,0.8551358854863447,0.8504600252333469,0.8636628348889247,0.8057703722885461,0.8697709384302734,0.8018635265245482,0.867037389169353,0.8381575695419095
r2,2,0.8855464461723612,0.857431366807197,0.864740769654454,0.889822023898955,0.8468223825950445,0.8460832734652912,0.8600296302105894,0.8781901482388758,0.8866232555773423
r2,3,0.8499448550021727,0.8609376097658892,0.8564119358378012,0.8606843502395536,0.7535307300721569,0.8326110606569521,0.8280486131113873,0.8438251880143092,0.8573943783950966
r2,4,0.9572203285027716,0.9414615605640058,0.9501056557917671,0.9520194428947795,0.9523724614970053,0.9295803759065377,0.9568837887902971,0.9593945594470783,0.9574906956519439
r2,5,0.9197450326240463,0.9398980815703434,0.9206436839444758,0.9181488641259449,0.8964649786404799,0.9240350402241518,0.9069398680534528,0.9162984027264939,0.9197096871669587
r2,6,0.8955407860960537,0.8979033351346146,0.8914554402589429,0.8899019659727426,0.8937432575458564,0.8611856362744996,0.8692104293945069,0.8937668444807129,0.900354403890885
r2,7,0.8748125069580145,0.8634957923891535,0.8625868119583783,0.8832847448954142,0.8363885222148792,0.8562609109681794,0.8104274041451273,0.8675582267386888,0.8562270510701486
r2,8,0.9070601371224032,0.8974016719523972,0.8937536153235556,0.9067882355510676,0.8857155590165845,0.8775075746819135,0.8896757684091997,0.8895827952532782,0.9037274177544435
r2,9,0.938870128753015,0.9515857125645119,0.9396024200851989,0.940649219423722,0.9001617170885885,0.9274476300817902,0.9284003478528409,0.9427619962051327,0.9492319795073632
r2,10,0.9318444939395726,0.9340840290730229,0.9291356183664352,0.9263044449736233,0.8816684334015846,0.9233482428614472,0.9212932969773985,0.9256681250692996,0.9334618261583338
r2,11,0.8472968941858711,0.8552121484387086,0.839475838390406,0.8409258502713601,0.7822017863601024,0.8421741521359931,0.8278803868844639,0.8418077865812197,0.855132169089099
r2,12,0.896610962272644,0.8872801891914643,0.9012292614973689,0.9122135225284423,0.878640487481849,0.9214907492482731,0.893377063145898,0.9014481054847807,0.9155336824022287
r2,13,0.8443012846088169,0.8359556887395081,0.8406139684301016,0.8571592950166076,0.7875417644785594,0.8481375733607535,0.8191924478301253,0.8504816470786081,0.8496849403537998
r2,14,0.9190081534936692,0.9147084407325171,0.9187722954475369,0.9192672555153639,0.9042318195006024,0.916624831027073,0.9134772737879223,0.9173576858652637,0.9128357433250047
r2,15,0.7674074075508491,0.7973283100668908,0.7839941933982475,0.8145605116140149,0.7301626096733309,0.79266640929947,0.7472269668912515,0.7994874903748306,0.7928828361556642
r2,16,0.9067177417588522,0.9090334405326091,0.9133968235061324,0.9055060711883628,0.8962032778640113,0.9159535420968873,0.9031136218868729,0.9133224701560401,0.9088255044885826
r2,17,0.9284975277756051,0.9238127128196881,0.9258750161098407,0.927082678679555,0.901254008987649,0.903196488761727,0.9161323882159639,0.9260401795558018,0.9279709936455047
r2,18,0.8346231008033715,0.830141377809561,0.8463985669180105,0.8443437513498987,0.832267796727959,0.8354795546640394,0.8263231129602995,0.8471637216355521,0.8342671797273815
r2,19,0.8952058872047488,0.8858369441228601,0.8871424921081144,0.9001767764934074,0.8979178442495825,0.8706760872271422,0.8867163146519843,0.8950906352354379,0.8930851787534916
r2,20,0.9266219320052742,0.9178607208328107,0.9246112228642476,0.9248625430497854,0.8377296283846613,0.9189740030686759,0.9173660161429311,0.9203960494673691,0.9235030356098363
r2,21,0.8919065258296709,0.9053435948082434,0.8835006520032415,0.8743583699745336,0.9153723903351538,0.8189942193975039,0.8692555606106045,0.8733776653754186,0.8894233318828939
r2,22,0.8834396637461959,0.8656169678777342,0.8702234992261144,0.8667201762912339,0.7647618855845552,0.8948205456270211,0.8383686357029273,0.8735795876796923,0.8755749618317057
r2,23,0.9403849975492592,0.9512964870523808,0.937128745013195,0.9419533980370125,0.932742957926775,0.9251632440579887,0.9266291856408959,0.9435009917853462,0.9393568012236654
r2,24,0.9134126768163755,0.9237242661692794,0.9137044412022607,0.912244163716524,0.8655595742504525,0.9157042902077793,0.8927098398736844,0.9203247765229478,0.9186311419857097
r2,25,0.8887444106502751,0.8740561552688415,0.8834619245575221,0.8933702690724132,0.8508015803553659,0.8818887907106057,0.8681345210422872,0.8941270462599109,0.9031560578564983
r2,mean,0.8921907827819437,0.8910616995908233,0.8891369966850678,0.8946404303865296,0.8572011130608533,0.8819910065776787,0.8727470403494983,0.8920635805760577,0.8936896729218197
r2,median,0.8955407860960537,0.8974016719523972,0.8914554402589429,0.9001767764934074,0.878640487481849,0.8818887907106057,0.8867163146519843,0.8941270462599109,0.9031560578564983
r2,std,0.040819813474890054,0.03999227572845886,0.03899023743228405,0.03429442039109122,0.0573689382140703,0.03932792618611817,0.048765903605768664,0.037257155525980586,0.039401020238382024
